tconst,title,year,runtime_min,genres,imdb_rating,num_votes,imdb_url
tt3012532,Annedroids,2013,24,"Action,Family,Sci-Fi",6.5,458,https://www.imdb.com/title/tt3012532/
tt3981388,Tidsrejsen,2014,25,"Adventure,Sci-Fi",7.3,458,https://www.imdb.com/title/tt3981388/
tt15251106,Demascus,2023,\N,"Comedy,Sci-Fi",7.2,452,https://www.imdb.com/title/tt15251106/
tt2629496,Level E,2011,24,"Animation,Comedy,Sci-Fi",6.8,451,https://www.imdb.com/title/tt2629496/
tt2266399,Space Janitors,2012,\N,"Comedy,Sci-Fi",7.1,447,https://www.imdb.com/title/tt2266399/
tt5894272,Cyborg 009: Call of Justice,2016,100,"Action,Animation,Sci-Fi",5.9,447,https://www.imdb.com/title/tt5894272/
tt10488860,Home Invasion,2021,\N,"Comedy,Sci-Fi",5.2,442,https://www.imdb.com/title/tt10488860/
tt27468963,Zoe,2023,45,"Comedy,Drama,Sci-Fi",8.0,436,https://www.imdb.com/title/tt27468963/
tt1756988,Appleseed XIII,2011,\N,"Animation,Sci-Fi",5.3,430,https://www.imdb.com/title/tt1756988/
tt14127648,Déjà Vu,2021,45,"Drama,Sci-Fi",7.1,422,https://www.imdb.com/title/tt14127648/
tt36051687,Secrets Declassified with David Duchovny,2025,\N,"Documentary,History,Sci-Fi",6.7,421,https://www.imdb.com/title/tt36051687/
tt1648680,SGU Stargate Universe Kino,2009,\N,"Drama,Sci-Fi,Short",7.2,420,https://www.imdb.com/title/tt1648680/
tt3673346,Green Arrow,2014,1,"Animation,Sci-Fi,Short",7.2,420,https://www.imdb.com/title/tt3673346/
tt0824091,Race to Mars,2007,45,"Adventure,Sci-Fi",6.5,419,https://www.imdb.com/title/tt0824091/
tt10267798,Endlings,2020,30,"Action,Adventure,Sci-Fi",5.6,419,https://www.imdb.com/title/tt10267798/
tt1830042,Kapitan Bomba,2008,\N,"Animation,Comedy,Sci-Fi",7.7,416,https://www.imdb.com/title/tt1830042/
tt32344752,Kaalpurush,2024,\N,"Crime,Sci-Fi,Thriller",7.1,415,https://www.imdb.com/title/tt32344752/
tt1102732,K9,2009,30,"Family,Sci-Fi",5.2,414,https://www.imdb.com/title/tt1102732/
tt7896392,Dallas & Robo,2018,\N,"Animation,Comedy,Sci-Fi",6.4,411,https://www.imdb.com/title/tt7896392/
tt0242733,The Chronicle,2001,48,"Comedy,Horror,Sci-Fi",7.0,409,https://www.imdb.com/title/tt0242733/
tt6917250,Duel,2017,60,"Crime,Sci-Fi,Thriller",7.5,408,https://www.imdb.com/title/tt6917250/
tt5835180,Plan B,2017,30,"Drama,Sci-Fi",8.1,403,https://www.imdb.com/title/tt5835180/
tt12571272,GGO Football,2009,\N,"Animation,Sci-Fi,Sport",7.5,400,https://www.imdb.com/title/tt12571272/
tt1245696,Plutón B.R.B. Nero,2008,35,"Comedy,Sci-Fi",6.0,397,https://www.imdb.com/title/tt1245696/
tt3605208,The Fifth Sun,2010,45,"Mystery,Sci-Fi",4.4,395,https://www.imdb.com/title/tt3605208/
tt11011652,The Alaska Triangle,2020,\N,"Documentary,Mystery,Sci-Fi",5.7,391,https://www.imdb.com/title/tt11011652/
tt0942905,Fat Guy Stuck in Internet,2007,11,"Comedy,Sci-Fi",5.5,389,https://www.imdb.com/title/tt0942905/
tt9287050,Alien News Desk,2019,30,"Animation,Comedy,Sci-Fi",6.5,389,https://www.imdb.com/title/tt9287050/
tt0363277,Malice@Doll,2001,78,"Animation,Horror,Sci-Fi",5.8,384,https://www.imdb.com/title/tt0363277/
tt1315861,The Xtacles,2008,22,"Animation,Comedy,Sci-Fi",7.5,382,https://www.imdb.com/title/tt1315861/
tt1520150,Starhyke,2009,26,"Comedy,Sci-Fi",3.6,380,https://www.imdb.com/title/tt1520150/
tt37437763,Milky Subway: The Galactic Limited Express,2022,4,"Animation,Comedy,Sci-Fi",7.6,380,https://www.imdb.com/title/tt37437763/
tt0299357,NieA under 7,2000,\N,"Animation,Comedy,Sci-Fi",7.1,379,https://www.imdb.com/title/tt0299357/
tt0426265,Trava: Fist Planet,2002,52,"Animation,Sci-Fi",6.7,372,https://www.imdb.com/title/tt0426265/
tt32306399,From Tomorrow,2024,\N,Sci-Fi,6.2,371,https://www.imdb.com/title/tt32306399/
tt1728863,Hero Factory,2010,88,"Adventure,Animation,Sci-Fi",5.7,370,https://www.imdb.com/title/tt1728863/
tt2473544,Visitor from the Future,2009,\N,"Comedy,Sci-Fi",8.0,367,https://www.imdb.com/title/tt2473544/
tt5779830,Starhunter Redux,2017,43,"Action,Adventure,Sci-Fi",5.4,364,https://www.imdb.com/title/tt5779830/
tt0178161,The Secret Adventures of Jules Verne,2000,60,"Adventure,Horror,Sci-Fi",6.9,361,https://www.imdb.com/title/tt0178161/
tt10379670,Alien Highway,2019,44,"Documentary,Mystery,Sci-Fi",4.6,361,https://www.imdb.com/title/tt10379670/
tt28082724,Davey & Jonesie's Locker,2024,33,"Comedy,Family,Sci-Fi",6.0,361,https://www.imdb.com/title/tt28082724/
tt1320317,Hotbox,2009,\N,"Comedy,Sci-Fi",4.2,356,https://www.imdb.com/title/tt1320317/
tt29703514,Doctor Who: Tales of the TARDIS,2023,\N,"Drama,Sci-Fi",7.4,354,https://www.imdb.com/title/tt29703514/
tt12262154,Dynamo Dream,2021,\N,"Fantasy,Sci-Fi",8.4,348,https://www.imdb.com/title/tt12262154/
tt28522135,Ami Ki Tumi,2023,\N,"Mystery,Sci-Fi,Thriller",7.3,346,https://www.imdb.com/title/tt28522135/
tt3012540,Creative Galaxy,2013,\N,"Animation,Family,Sci-Fi",5.4,342,https://www.imdb.com/title/tt3012540/
tt5490630,Crunch Time,2016,\N,"Comedy,Sci-Fi",7.0,341,https://www.imdb.com/title/tt5490630/
tt9454344,Helsreach,2017,\N,"Animation,Sci-Fi,War",8.6,341,https://www.imdb.com/title/tt9454344/
tt0467491,Star Trek: Hidden Frontier,2000,30,"Action,Sci-Fi",5.2,340,https://www.imdb.com/title/tt0467491/
tt28744259,MY3,2023,\N,"Comedy,Romance,Sci-Fi",5.8,340,https://www.imdb.com/title/tt28744259/
tt2100816,Divine: The Series,2011,10,"Action,Horror,Sci-Fi",7.0,335,https://www.imdb.com/title/tt2100816/
tt5894518,Kosmo,2016,\N,"Comedy,Sci-Fi",8.2,334,https://www.imdb.com/title/tt5894518/
tt11316324,Life Beyond,2019,30,"Documentary,Sci-Fi",9.1,329,https://www.imdb.com/title/tt11316324/
tt8829226,My Three Body,2014,20,"Animation,Sci-Fi",8.3,329,https://www.imdb.com/title/tt8829226/
tt0487183,IGPX: Immortal Grand Prix,2005,\N,"Action,Animation,Sci-Fi",7.3,327,https://www.imdb.com/title/tt0487183/
tt3668942,Wolverine vs. Sabretooth,2014,99,"Action,Animation,Sci-Fi",6.4,327,https://www.imdb.com/title/tt3668942/
tt32526678,Mecha-Ude: Mechanical Arms,2024,\N,"Action,Animation,Sci-Fi",6.4,325,https://www.imdb.com/title/tt32526678/
tt0348943,I Am Not an Animal,2004,29,"Animation,Comedy,Sci-Fi",7.9,323,https://www.imdb.com/title/tt0348943/
tt6026166,Planetarian: The Reverie of a Little Planet,2016,\N,"Animation,Drama,Sci-Fi",7.0,322,https://www.imdb.com/title/tt6026166/
tt13503990,Synchronous,2021,45,"Drama,Sci-Fi,Thriller",5.9,321,https://www.imdb.com/title/tt13503990/
tt3410888,Mad Max Motion Comic,2013,5,"Action,Animation,Sci-Fi",4.9,320,https://www.imdb.com/title/tt3410888/
tt14271876,Scarlet Nexus,2021,\N,"Action,Animation,Sci-Fi",5.7,319,https://www.imdb.com/title/tt14271876/
tt15758108,Tokyo 24th Ward,2022,24,"Animation,Mystery,Sci-Fi",6.1,317,https://www.imdb.com/title/tt15758108/
tt0388225,Mazinkaiser,2001,210,"Animation,Sci-Fi",7.8,313,https://www.imdb.com/title/tt0388225/
tt1411817,Mazinger Edition Z: The Impact!,2009,23,"Action,Animation,Sci-Fi",7.3,313,https://www.imdb.com/title/tt1411817/
tt28796315,Obvious Incredible,2023,30,"Comedy,Sci-Fi",6.5,313,https://www.imdb.com/title/tt28796315/
tt0455244,Battle B-Daman,2002,30,"Adventure,Animation,Sci-Fi",5.2,309,https://www.imdb.com/title/tt0455244/
tt0830161,Grand Star,2007,24,Sci-Fi,5.5,308,https://www.imdb.com/title/tt0830161/
tt2556306,Everyone Is Psychic!,2013,29,"Comedy,Sci-Fi",6.9,306,https://www.imdb.com/title/tt2556306/
tt0977682,2057,2007,53,"Documentary,Drama,Sci-Fi",7.2,305,https://www.imdb.com/title/tt0977682/
tt2963340,Grayson: Earth One,2013,16,"Drama,Sci-Fi",7.1,305,https://www.imdb.com/title/tt2963340/
tt0377153,Century City,2004,60,"Drama,Sci-Fi",6.7,303,https://www.imdb.com/title/tt0377153/
tt1215996,Blassreiter,2008,23,"Action,Animation,Sci-Fi",6.5,303,https://www.imdb.com/title/tt1215996/
tt0419367,Silversun,2004,30,Sci-Fi,7.4,302,https://www.imdb.com/title/tt0419367/
tt2361621,Alien Dawn,2013,30,"Adventure,Family,Sci-Fi",6.2,300,https://www.imdb.com/title/tt2361621/
tt12046930,A Thousand Suns,2023,5,Sci-Fi,7.2,298,https://www.imdb.com/title/tt12046930/
tt8315772,Shigunaru,2018,\N,"Crime,Drama,Sci-Fi",7.0,297,https://www.imdb.com/title/tt8315772/
tt1126666,Afterworld,2007,\N,Sci-Fi,7.3,296,https://www.imdb.com/title/tt1126666/
tt1994439,Warehouse 13: Of Monsters and Men,2011,\N,Sci-Fi,7.6,296,https://www.imdb.com/title/tt1994439/
tt21942776,Circuit Breakers,2022,25,"Family,Sci-Fi",5.4,296,https://www.imdb.com/title/tt21942776/
tt2229453,The Tommy Wi-Show,2011,10,"Comedy,Sci-Fi,Talk-Show",5.9,295,https://www.imdb.com/title/tt2229453/
tt18554728,Beyblade Burst Surge,2020,\N,"Animation,Family,Sci-Fi",6.8,290,https://www.imdb.com/title/tt18554728/
tt7665014,Human Kind Of,2018,5,"Animation,Comedy,Sci-Fi",7.2,282,https://www.imdb.com/title/tt7665014/
tt29064560,Star Trek: Very Short Treks,2023,\N,"Animation,Comedy,Sci-Fi",5.5,280,https://www.imdb.com/title/tt29064560/
tt10235886,Supercops V/S Supervillains,2012,\N,"Crime,Horror,Sci-Fi",6.5,279,https://www.imdb.com/title/tt10235886/
tt17501844,API Cybersecurity 101,2021,\N,Sci-Fi,8.3,279,https://www.imdb.com/title/tt17501844/
tt32174044,My Hero Academia: Memories,2017,24,"Action,Animation,Sci-Fi",6.7,279,https://www.imdb.com/title/tt32174044/
tt23015076,Ginormo,2023,\N,"Action,Comedy,Sci-Fi",8.2,278,https://www.imdb.com/title/tt23015076/
tt0897331,Tardisodes,2006,1,"Drama,Sci-Fi,Short",7.1,274,https://www.imdb.com/title/tt0897331/
tt35039982,The Best Immigrant,2025,\N,"Drama,Sci-Fi,Thriller",6.4,274,https://www.imdb.com/title/tt35039982/
tt0443301,Argai: The Prophecy,2000,24,"Adventure,Animation,Sci-Fi",8.0,269,https://www.imdb.com/title/tt0443301/
tt20765194,Sny,2022,30,"Mystery,Sci-Fi",6.5,268,https://www.imdb.com/title/tt20765194/
tt2254454,Dark Rising: Warrior of Worlds,2014,45,Sci-Fi,3.7,265,https://www.imdb.com/title/tt2254454/
tt13505052,Unseen,2020,48,"Drama,Sci-Fi",6.5,262,https://www.imdb.com/title/tt13505052/
tt1718249,BlackBoxTV,2010,5,"Horror,Mystery,Sci-Fi",7.1,262,https://www.imdb.com/title/tt1718249/
tt7493176,The Back Pages,2017,\N,"Fantasy,Sci-Fi",4.6,261,https://www.imdb.com/title/tt7493176/
tt13652552,Futmalls,2020,42,Sci-Fi,6.5,260,https://www.imdb.com/title/tt13652552/
tt18313946,Time Hustler,2022,30,"Comedy,Sci-Fi,Western",5.8,257,https://www.imdb.com/title/tt18313946/
tt31891466,Two Worlds,2024,\N,"Romance,Sci-Fi",7.2,256,https://www.imdb.com/title/tt31891466/
tt1786211,Bar Karma,2010,\N,Sci-Fi,5.9,254,https://www.imdb.com/title/tt1786211/
tt1440502,Heroes: Nowhere Man,2009,\N,"Drama,Sci-Fi",7.2,252,https://www.imdb.com/title/tt1440502/
tt33354944,Anaon,2025,52,"Drama,Fantasy,Sci-Fi",5.7,252,https://www.imdb.com/title/tt33354944/
tt5214252,Never Let Me Go,2016,54,"Drama,Romance,Sci-Fi",7.2,252,https://www.imdb.com/title/tt5214252/
tt1915535,Alien Nine,2001,30,"Animation,Horror,Sci-Fi",6.3,251,https://www.imdb.com/title/tt1915535/
tt0379641,Little Robots,2003,10,"Animation,Family,Sci-Fi",6.1,250,https://www.imdb.com/title/tt0379641/
tt1169424,Clone,2008,30,"Comedy,Sci-Fi",5.2,250,https://www.imdb.com/title/tt1169424/
tt2616614,Mercedes-Benz: MacGyver and the new Citan,2012,\N,Sci-Fi,7.1,249,https://www.imdb.com/title/tt2616614/
tt29143189,16bit Sensation: Another Layer,2023,\N,"Animation,Comedy,Sci-Fi",6.4,249,https://www.imdb.com/title/tt29143189/
tt37532849,Alma-chan Wants to Be a Family!,2025,\N,"Animation,Comedy,Sci-Fi",6.8,249,https://www.imdb.com/title/tt37532849/
tt10732758,Til Death Do Us Part,2019,\N,"Sci-Fi,Thriller",6.2,248,https://www.imdb.com/title/tt10732758/
tt35006637,Eternal Butler,2024,\N,"Drama,Romance,Sci-Fi",6.6,248,https://www.imdb.com/title/tt35006637/
tt2257878,Alien Encounters,2012,60,Sci-Fi,7.0,246,https://www.imdb.com/title/tt2257878/
tt10686866,Ghosts of Morgan City,2019,\N,"Documentary,Sci-Fi",5.9,245,https://www.imdb.com/title/tt10686866/
tt1821156,School Spirits,2011,60,"Mystery,Reality-TV,Sci-Fi",5.8,245,https://www.imdb.com/title/tt1821156/
tt22988950,"Project ""Prometheus""",2024,45,"Mystery,Sci-Fi,Thriller",5.4,245,https://www.imdb.com/title/tt22988950/
tt6401430,Hand Shakers,2017,23,"Action,Animation,Sci-Fi",3.3,244,https://www.imdb.com/title/tt6401430/
tt5788812,Crow's Blood,2016,39,"Drama,Horror,Sci-Fi",6.6,243,https://www.imdb.com/title/tt5788812/
tt5715678,The Star Wars Show,2016,7,"Sci-Fi,Short,Talk-Show",7.4,242,https://www.imdb.com/title/tt5715678/
tt2408488,Cursed,2012,60,"Documentary,Horror,Sci-Fi",5.2,240,https://www.imdb.com/title/tt2408488/
tt3105504,Kyôsôgiga,2013,\N,"Animation,Fantasy,Sci-Fi",7.4,240,https://www.imdb.com/title/tt3105504/
tt6558262,Top 10 Secrets and Mysteries,2016,26,"Documentary,Sci-Fi",5.2,239,https://www.imdb.com/title/tt6558262/
tt26470023,Command Z,2023,\N,"Comedy,Sci-Fi",6.0,236,https://www.imdb.com/title/tt26470023/
tt3124420,Andô Lloyd: A.I. Knows Love?,2013,54,"Romance,Sci-Fi",6.7,235,https://www.imdb.com/title/tt3124420/
tt5375996,Schwarzesmarken,2016,24,"Animation,Drama,Sci-Fi",6.1,235,https://www.imdb.com/title/tt5375996/
tt6143076,Mahakaal (The Superhero),2016,\N,Sci-Fi,7.2,235,https://www.imdb.com/title/tt6143076/
tt2673546,Türk'ün Uzayla Imtihani,2012,\N,"Comedy,Sci-Fi",3.2,234,https://www.imdb.com/title/tt2673546/
tt2699588,The Adventures of Figaro Pho,2012,\N,"Animation,Fantasy,Sci-Fi",7.5,232,https://www.imdb.com/title/tt2699588/
tt6813314,Chaos;Child,2017,24,"Animation,Mystery,Sci-Fi",5.7,231,https://www.imdb.com/title/tt6813314/
tt22882128,Yonder,2022,\N,"Drama,Sci-Fi",6.3,230,https://www.imdb.com/title/tt22882128/
tt0274262,Heavy Gear,2001,30,"Action,Animation,Sci-Fi",5.5,228,https://www.imdb.com/title/tt0274262/
tt2404379,Space Command,2020,\N,"Adventure,Sci-Fi",5.4,228,https://www.imdb.com/title/tt2404379/
tt5292052,Ready Jet Go!,2016,26,"Animation,Family,Sci-Fi",5.9,227,https://www.imdb.com/title/tt5292052/
tt0305128,Tracey McBean,2001,11,"Animation,Family,Sci-Fi",6.6,224,https://www.imdb.com/title/tt0305128/
tt3401416,Tenkai Knights,2013,30,"Action,Animation,Sci-Fi",6.5,224,https://www.imdb.com/title/tt3401416/
tt0292760,Arzak Rhapsody,2003,4,"Animation,Fantasy,Sci-Fi",7.1,223,https://www.imdb.com/title/tt0292760/
tt0783417,Smallville: Vengeance Chronicles,2006,19,"Mystery,Sci-Fi,Short",6.3,223,https://www.imdb.com/title/tt0783417/
tt3830828,Temporarily Dead,2014,45,"Drama,Mystery,Sci-Fi",7.4,223,https://www.imdb.com/title/tt3830828/
tt6096648,Ai no Kusabi: Remake,2012,\N,"Animation,Drama,Sci-Fi",6.2,221,https://www.imdb.com/title/tt6096648/
tt15754974,Project 863,2018,30,"Fantasy,Mystery,Sci-Fi",8.9,220,https://www.imdb.com/title/tt15754974/
tt2138727,Na rubu znanosti,2002,45,"Mystery,Sci-Fi,Talk-Show",9.2,220,https://www.imdb.com/title/tt2138727/
tt0279556,Cybergirl,2001,25,"Family,Fantasy,Sci-Fi",6.5,219,https://www.imdb.com/title/tt0279556/
tt21339080,Nasledie,2022,43,"Drama,Sci-Fi",6.4,219,https://www.imdb.com/title/tt21339080/
tt29427695,Rivages,2025,52,"Drama,Mystery,Sci-Fi",6.0,218,https://www.imdb.com/title/tt29427695/
tt29738782,Anti Reset,2024,26,"Romance,Sci-Fi",6.5,218,https://www.imdb.com/title/tt29738782/
tt1802564,Dark Rising: The Savage Tales of Summer Vale,2011,22,Sci-Fi,5.4,216,https://www.imdb.com/title/tt1802564/
tt10484890,TO BE HERO,2016,25,"Animation,Comedy,Sci-Fi",6.6,215,https://www.imdb.com/title/tt10484890/
tt3904962,Eve,2015,28,"Drama,Family,Sci-Fi",6.3,215,https://www.imdb.com/title/tt3904962/
tt4164522,Wolf's Rain OVA,2004,\N,"Animation,Drama,Sci-Fi",8.0,215,https://www.imdb.com/title/tt4164522/
tt0478870,Laser Fart,2004,47,"Action,Comedy,Sci-Fi",6.5,211,https://www.imdb.com/title/tt0478870/
tt35955429,Touring After the Apocalypse,2025,24,"Adventure,Animation,Sci-Fi",6.8,211,https://www.imdb.com/title/tt35955429/
tt7293158,Will vs. The Future,2017,24,"Adventure,Family,Sci-Fi",6.7,211,https://www.imdb.com/title/tt7293158/
tt1230421,The Awakening,2009,52,"Mystery,Sci-Fi",5.5,210,https://www.imdb.com/title/tt1230421/
tt9569556,Dream Raider,2020,50,"Crime,Mystery,Sci-Fi",5.0,210,https://www.imdb.com/title/tt9569556/
tt2806258,Project: SERA,2013,\N,"Action,Horror,Sci-Fi",6.9,209,https://www.imdb.com/title/tt2806258/
tt0235944,The Strangerers,2000,22,"Comedy,Sci-Fi",6.7,208,https://www.imdb.com/title/tt0235944/
tt0462108,The Hoobs,2001,24,"Family,Fantasy,Sci-Fi",6.0,207,https://www.imdb.com/title/tt0462108/
tt1878572,Primeval: Webisodes,2010,\N,"Drama,Sci-Fi,Short",6.7,207,https://www.imdb.com/title/tt1878572/
tt6089872,Automata,2017,58,"Drama,Mystery,Sci-Fi",6.8,206,https://www.imdb.com/title/tt6089872/
tt0763243,Cuarto milenio,2005,120,"History,Mystery,Sci-Fi",7.8,202,https://www.imdb.com/title/tt0763243/
tt1706186,Q.10,2010,54,"Drama,Sci-Fi",6.7,202,https://www.imdb.com/title/tt1706186/
tt1432761,The Ennead,2009,\N,Sci-Fi,6.0,201,https://www.imdb.com/title/tt1432761/
tt11692246,De utvalda,2020,104,"Sci-Fi,Thriller",4.1,200,https://www.imdb.com/title/tt11692246/
tt1470828,Saber,2009,2,"Action,Sci-Fi,Short",6.0,200,https://www.imdb.com/title/tt1470828/
tt28038239,The Gene of AI,2023,24,"Animation,Drama,Sci-Fi",6.0,198,https://www.imdb.com/title/tt28038239/
tt3359196,Spooked,2014,\N,"Comedy,Horror,Sci-Fi",7.0,198,https://www.imdb.com/title/tt3359196/
tt3704970,Space Riders: Division Earth,2014,\N,"Comedy,Sci-Fi",6.2,198,https://www.imdb.com/title/tt3704970/
tt0338574,Alienated,2003,30,"Comedy,Drama,Sci-Fi",6.0,197,https://www.imdb.com/title/tt0338574/
tt3851668,Creature Commandos,2014,1,"Animation,Fantasy,Sci-Fi",7.0,197,https://www.imdb.com/title/tt3851668/
tt5921398,Belushi's Toilet,2014,\N,"Comedy,Drama,Sci-Fi",4.2,196,https://www.imdb.com/title/tt5921398/
tt14904678,Gosti iz proshlogo,2020,23,"Comedy,History,Sci-Fi",6.1,192,https://www.imdb.com/title/tt14904678/
tt3399762,Buddy Complex,2014,24,"Action,Animation,Sci-Fi",6.9,192,https://www.imdb.com/title/tt3399762/
tt30257765,Tidsrejsen 2,2024,\N,"Drama,Family,Sci-Fi",6.1,191,https://www.imdb.com/title/tt30257765/
tt0435563,Computerman,2003,5,"Action,Comedy,Sci-Fi",6.4,190,https://www.imdb.com/title/tt0435563/
tt0963150,Zipang,2004,24,"Animation,Drama,Sci-Fi",7.3,189,https://www.imdb.com/title/tt0963150/
tt4178838,Batman Beyond,2015,\N,"Action,Sci-Fi",6.4,189,https://www.imdb.com/title/tt4178838/
tt9247818,Salvage Marines,2022,\N,Sci-Fi,4.8,189,https://www.imdb.com/title/tt9247818/
tt3913562,El incidente,2017,\N,"Drama,Mystery,Sci-Fi",4.5,187,https://www.imdb.com/title/tt3913562/
tt9272378,Baymax Dreams,2018,3,"Animation,Comedy,Sci-Fi",6.0,187,https://www.imdb.com/title/tt9272378/
tt2328145,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,2004,30,"Action,Animation,Sci-Fi",6.1,186,https://www.imdb.com/title/tt2328145/
tt5851562,Renegades,2017,\N,Sci-Fi,6.0,185,https://www.imdb.com/title/tt5851562/
tt2732742,Mission Backup Earth,2013,\N,Sci-Fi,5.6,183,https://www.imdb.com/title/tt2732742/
tt1357770,Heroes: Hard Knox,2008,2,Sci-Fi,6.2,181,https://www.imdb.com/title/tt1357770/
tt15203594,Overlord and the Underwoods,2021,\N,"Comedy,Family,Sci-Fi",5.1,179,https://www.imdb.com/title/tt15203594/
tt2912048,Tales of Metropolis,2013,1,"Action,Animation,Sci-Fi",7.6,178,https://www.imdb.com/title/tt2912048/
tt8579302,Reflections: Project Chameleon,2021,\N,Sci-Fi,2.7,178,https://www.imdb.com/title/tt8579302/
tt36041841,"Food, Love, Robots",2025,\N,"Romance,Sci-Fi",7.8,177,https://www.imdb.com/title/tt36041841/
tt0247096,Freedom,2000,60,"Action,Drama,Sci-Fi",7.1,176,https://www.imdb.com/title/tt0247096/
tt10404752,Stories from Our Future,2019,\N,Sci-Fi,7.0,176,https://www.imdb.com/title/tt10404752/
tt1261559,Gemini Division,2008,\N,Sci-Fi,5.3,176,https://www.imdb.com/title/tt1261559/
tt13975422,Kometernes jul,2021,25,"Adventure,Family,Sci-Fi",5.1,176,https://www.imdb.com/title/tt13975422/
tt2296421,The Proxy,2012,\N,"Action,Sci-Fi,Thriller",7.0,176,https://www.imdb.com/title/tt2296421/
tt4291722,Fight of the Living Dead,2015,22,"Reality-TV,Sci-Fi",4.6,176,https://www.imdb.com/title/tt4291722/
tt5808866,XKWX,2016,\N,"Horror,Mystery,Sci-Fi",7.6,175,https://www.imdb.com/title/tt5808866/
tt9798750,Doctor Who: The Macra Terror,2019,96,"Animation,Sci-Fi",7.1,174,https://www.imdb.com/title/tt9798750/
tt6343290,Marvel Video Comics,2016,4,"Action,Animation,Sci-Fi",5.8,173,https://www.imdb.com/title/tt6343290/
tt0296326,Chris Colorado,2000,26,"Action,Animation,Sci-Fi",8.3,172,https://www.imdb.com/title/tt0296326/
tt10189204,The Pact,2022,40,"Adventure,Drama,Sci-Fi",5.2,172,https://www.imdb.com/title/tt10189204/
tt2375360,Airlock,2015,\N,"Crime,Mystery,Sci-Fi",5.3,172,https://www.imdb.com/title/tt2375360/
tt5354314,Aokana: Four Rhythm Across the Blue,2016,24,"Animation,Drama,Sci-Fi",6.4,172,https://www.imdb.com/title/tt5354314/
tt5660604,The Cul De Sac,2016,30,"Drama,Mystery,Sci-Fi",5.8,172,https://www.imdb.com/title/tt5660604/
tt1259071,Heroes: Going Postal,2008,3,"Drama,Sci-Fi",5.6,171,https://www.imdb.com/title/tt1259071/
tt1570914,Gotham Tonight,2008,8,"Adventure,Sci-Fi",7.0,170,https://www.imdb.com/title/tt1570914/
tt0385399,Delta State,2004,22,"Animation,Sci-Fi",7.2,169,https://www.imdb.com/title/tt0385399/
tt0307710,The 5th Quadrant,2002,27,"Comedy,Fantasy,Sci-Fi",6.4,167,https://www.imdb.com/title/tt0307710/
tt2303377,Doom Patrol,2013,1,"Action,Animation,Sci-Fi",7.3,165,https://www.imdb.com/title/tt2303377/
tt2466292,Mazinkaiser SKL,2010,27,"Action,Animation,Sci-Fi",6.4,164,https://www.imdb.com/title/tt2466292/
tt8958108,RObotzi,2011,4,"Animation,Comedy,Sci-Fi",9.0,163,https://www.imdb.com/title/tt8958108/
tt1345784,Ark,2009,\N,"Sci-Fi,Thriller",7.5,162,https://www.imdb.com/title/tt1345784/
tt28613565,Distinct Society,2024,\N,"Drama,Mystery,Sci-Fi",7.4,162,https://www.imdb.com/title/tt28613565/
tt8184618,Kanaga,2018,20,"Adventure,Fantasy,Sci-Fi",7.3,162,https://www.imdb.com/title/tt8184618/
tt0874001,Flag,2006,\N,"Action,Animation,Sci-Fi",6.5,160,https://www.imdb.com/title/tt0874001/
tt8774888,Planet With,2018,24,"Action,Animation,Sci-Fi",6.6,159,https://www.imdb.com/title/tt8774888/
tt4950034,The Parallax Theory,2015,\N,"Adventure,Drama,Sci-Fi",5.5,158,https://www.imdb.com/title/tt4950034/
tt5822812,Miss 2059,2016,\N,"Comedy,Sci-Fi",6.9,158,https://www.imdb.com/title/tt5822812/
tt1995142,The Mercury Men,2011,7,Sci-Fi,7.9,157,https://www.imdb.com/title/tt1995142/
tt23147672,Angels of Death: Origins,2022,\N,"Action,Animation,Sci-Fi",7.6,156,https://www.imdb.com/title/tt23147672/
tt0833572,Galaxy Angel,2000,16,"Animation,Comedy,Sci-Fi",6.7,154,https://www.imdb.com/title/tt0833572/
tt34984479,765874,2022,1,Sci-Fi,8.6,154,https://www.imdb.com/title/tt34984479/
tt15442064,El Refugio,2022,\N,"Drama,Mystery,Sci-Fi",5.7,152,https://www.imdb.com/title/tt15442064/
tt2246016,Resist666,2012,24,"Action,Horror,Sci-Fi",6.9,152,https://www.imdb.com/title/tt2246016/
tt29730199,Otmorozhennye,2023,24,"Comedy,Crime,Sci-Fi",5.8,152,https://www.imdb.com/title/tt29730199/
tt1000946,eX-Driver,2000,24,"Action,Animation,Sci-Fi",6.3,151,https://www.imdb.com/title/tt1000946/
tt13526150,Star Trek: Discovery Logs,2020,\N,"Comedy,Drama,Sci-Fi",5.8,151,https://www.imdb.com/title/tt13526150/
tt2906890,Dark Secrets,2013,\N,"Horror,Mystery,Sci-Fi",6.0,151,https://www.imdb.com/title/tt2906890/
tt4586146,Mythwits,2014,\N,"Sci-Fi,Talk-Show",5.6,151,https://www.imdb.com/title/tt4586146/
tt9308014,RobiHachi,2019,\N,"Animation,Comedy,Sci-Fi",5.9,151,https://www.imdb.com/title/tt9308014/
tt1428076,The Platoon of Power Squadron,2009,418,"Comedy,Drama,Sci-Fi",8.5,150,https://www.imdb.com/title/tt1428076/
tt2074442,Star Trek: Odyssey,2007,\N,"Sci-Fi,Short",5.1,150,https://www.imdb.com/title/tt2074442/
tt10366148,Skyfire,2019,\N,Sci-Fi,4.3,149,https://www.imdb.com/title/tt10366148/
